Name,Pos,team,$,YDiff,Diff,FPs,Avg,#Own,FP/$,#Gm,#HG,#AG,ARnk,Wed 01/13,Thu 01/14,Fri 01/15,Sat 01/16,Sun 01/17,Mon 01/18,Gp,G,A,P,+/-,Pim,Sht,H,Blk,Gwg,Otg,Ppg,Shg,Toi,PPToi,Ga,Sv%,Sv,Win,Loss,Otl,So
J Perbix,W,ANA,0.50,0.00,0.00,0,0,0,0,3,1,2,14,,@VGK,,@VGK,,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B McLaughlin,W,ANA,0.50,0.00,0.00,0,0,0,0,3,1,2,14,,@VGK,,@VGK,,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J Skarek,G,NYI,0.50,0.00,0.00,0,0,0,0,3,1,2,19,,@NYR,,@NYR,,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F Kral,D,TOR,0.50,0.00,0.00,0,0,1,0,4,2,2,24,MTL,,@OTT,@OTT,,WPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Kaut,W,SJS,0.50,0.00,0.00,0,0,0,0,3,0,3,13,,@ARI,,@ARI,,@STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P Giles,W,FLA,0.50,0.00,0.00,0,0,0,0,1,1,0,26,,,,,CHI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B Wilde,D,NYI,0.50,0.00,0.00,0,0,0,0,3,1,2,19,,@NYR,,@NYR,,BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D Bokk,W,CAR,0.50,0.00,0.00,0,0,0,0,3,0,3,22,,@DET,,@DET,,@NSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M Callahan,D,BOS,0.50,0.00,0.00,0,0,0,0,3,0,3,25,,@NJD,,@NJD,,@NYI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Regula,D,CHI,0.50,0.00,0.00,0,0,0,0,3,0,3,14,@TBL,,@TBL,,@FLA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
